Order_ID,Date,State,City,Model,Units_Sold,Unit_Price_INR,Discount_INR,Revenue_INR,Sales_Channel,Payment_Mode,Customer_Age,Customer_Gender,Customer_Rating
OE100206,2023-01-21,West Bengal,Kolkata,S1 X (2kWh),1,79999,2000,77999,Ola Experience Center,Full Payment,18,Female,4.2
OE100205,2023-01-21,Gujarat,Vadodara,S1 Pro+,1,159999,5000,154999,Online (Ola App),Subvention Scheme,26,Male,4.6
OE100203,2023-01-21,Punjab,Chandigarh,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,29,Male,3.3
OE100199,2023-01-21,Maharashtra,Mumbai,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,33,Male,4.4
OE100201,2023-01-21,Punjab,Amritsar,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - NBFC,31,Male,4.0
OE100202,2023-01-21,Karnataka,Mysuru,S1 Pro+,1,159999,0,159999,Company Owned Store,Subvention Scheme,37,Male,4.6
OE100200,2023-01-21,Karnataka,Bengaluru,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,33,Male,3.6
OE100207,2023-01-22,Haryana,Faridabad,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,18,Male,4.2
OE100208,2023-01-22,Maharashtra,Pune,S1 Pro,1,147999,8000,139999,Company Owned Store,EMI - Bank Loan,30,Male,4.7
OE100209,2023-01-22,Bihar,Patna,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,18,Male,3.4
OE100210,2023-01-22,Maharashtra,Pune,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,26,Male,4.9
OE100211,2023-01-22,West Bengal,Siliguri,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,43,Female,4.3
OE100212,2023-01-22,Maharashtra,Nagpur,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,18,Male,3.8
OE100213,2023-01-22,Madhya Pradesh,Indore,S1 Pro+,1,159999,0,159999,Ola Experience Center,Full Payment,35,Male,4.6
OE100214,2023-01-22,Delhi,Dwarka,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,18,Male,3.7
OE100215,2023-01-22,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - Bank Loan,45,Male,3.9
OE100216,2023-01-22,Tamil Nadu,Coimbatore,S1 X (3kWh),2,99999,0,199998,Ola Experience Center,Subvention Scheme,34,Female,4.8
OE100219,2023-01-23,Maharashtra,Nagpur,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,28,Male,4.2
OE100222,2023-01-23,Karnataka,Mangaluru,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,35,Male,4.1
OE100221,2023-01-23,Telangana,Hyderabad,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - Bank Loan,42,Male,4.4
OE100218,2023-01-23,Delhi,New Delhi,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,44,Female,4.0
OE100217,2023-01-23,Maharashtra,Mumbai,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,30,Male,5.0
OE100220,2023-01-23,Maharashtra,Pune,S1 Air,1,84999,0,84999,Dealer Partner,EMI - Bank Loan,44,Male,5.0
OE100223,2023-01-24,Rajasthan,Jaipur,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,34,Male,3.6
OE100224,2023-01-24,Delhi,Dwarka,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,43,Male,4.1
OE100225,2023-01-24,Karnataka,Bengaluru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Subvention Scheme,38,Male,3.0
OE100226,2023-01-24,Haryana,Faridabad,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,41,Male,3.7
OE100227,2023-01-24,Maharashtra,Nashik,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,34,Female,3.3
OE100228,2023-01-24,Bihar,Patna,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,34,Female,4.0
OE100233,2023-01-25,Delhi,Dwarka,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,36,Female,4.6
OE100235,2023-01-25,Uttar Pradesh,Noida,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,30,Female,4.3
OE100234,2023-01-25,Punjab,Ludhiana,S1 Air,1,84999,5000,79999,Ola Experience Center,Subvention Scheme,34,Male,3.8
OE100236,2023-01-25,Tamil Nadu,Coimbatore,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,37,Male,3.9
OE100232,2023-01-25,Andhra Pradesh,Visakhapatnam,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,27,Male,4.9
OE100230,2023-01-25,Maharashtra,Nagpur,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),Subvention Scheme,30,Female,4.1
OE100229,2023-01-25,Madhya Pradesh,Indore,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,24,Female,5.0
OE100231,2023-01-25,Delhi,New Delhi,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,24,Female,4.6
OE100237,2023-01-26,Gujarat,Vadodara,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,34,Male,4.2
OE100238,2023-01-26,Karnataka,Bengaluru,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,43,Male,4.3
OE100239,2023-01-26,Punjab,Amritsar,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,32,Female,3.5
OE100240,2023-01-26,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,18,Male,3.8
OE100241,2023-01-26,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,24,Male,4.7
OE100242,2023-01-26,Maharashtra,Nagpur,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,21,Female,3.1
OE100254,2023-01-27,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,39,Male,3.9
OE100253,2023-01-27,Maharashtra,Mumbai,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,34,Female,4.2
OE100252,2023-01-27,Karnataka,Mangaluru,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,28,Female,3.9
OE100251,2023-01-27,Karnataka,Bengaluru,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,19,Female,4.8
OE100250,2023-01-27,Haryana,Faridabad,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,20,Male,4.0
OE100249,2023-01-27,Karnataka,Bengaluru,S1 X (3kWh),1,99999,8000,91999,Ola Experience Center,EMI - Bank Loan,38,Male,4.6
OE100247,2023-01-27,West Bengal,Kolkata,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,33,Female,3.2
OE100246,2023-01-27,Punjab,Amritsar,S1 X (3kWh),1,99999,5000,94999,Ola Experience Center,Subvention Scheme,28,Male,4.3
OE100245,2023-01-27,Madhya Pradesh,Indore,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,22,Male,4.6
OE100244,2023-01-27,Uttar Pradesh,Lucknow,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,34,Male,4.0
OE100243,2023-01-27,Maharashtra,Mumbai,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,30,Male,4.4
OE100248,2023-01-27,Maharashtra,Pune,S1 X (2kWh),1,79999,5000,74999,Ola Experience Center,Subvention Scheme,29,Male,4.6
OE100264,2023-01-28,Madhya Pradesh,Bhopal,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,23,Male,4.2
OE100269,2023-01-28,Tamil Nadu,Coimbatore,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,37,Male,4.1
OE100268,2023-01-28,Telangana,Warangal,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,22,Female,4.9
OE100267,2023-01-28,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,29,Male,4.3
OE100266,2023-01-28,Karnataka,Bengaluru,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),Subvention Scheme,28,Male,5.0
OE100265,2023-01-28,Delhi,New Delhi,S1 X (2kWh),1,79999,8000,71999,Ola Experience Center,Full Payment,27,Male,5.0
OE100263,2023-01-28,West Bengal,Kolkata,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,28,Male,3.2
OE100262,2023-01-28,West Bengal,Siliguri,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,18,Female,3.7
OE100261,2023-01-28,Maharashtra,Mumbai,S1 Pro,1,147999,2000,145999,Online (Ola App),EMI - NBFC,20,Female,4.2
OE100260,2023-01-28,Uttar Pradesh,Noida,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,35,Male,5.0
OE100259,2023-01-28,West Bengal,Kolkata,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,35,Female,4.1
OE100258,2023-01-28,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,32,Male,4.3
OE100257,2023-01-28,Bihar,Patna,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,31,Female,2.6
OE100256,2023-01-28,Kerala,Kochi,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,35,Female,3.7
OE100255,2023-01-28,Gujarat,Surat,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,44,Male,4.1
OE100278,2023-01-29,Maharashtra,Nashik,S1 Pro,1,147999,2000,145999,Dealer Partner,Full Payment,32,Female,5.0
OE100277,2023-01-29,Haryana,Faridabad,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,35,Male,4.8
OE100276,2023-01-29,Telangana,Hyderabad,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,28,Female,3.5
OE100275,2023-01-29,Maharashtra,Nagpur,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,21,Male,4.6
OE100279,2023-01-29,Karnataka,Bengaluru,S1 Pro+,1,159999,0,159999,Company Owned Store,Subvention Scheme,41,Male,4.5
OE100273,2023-01-29,Karnataka,Mysuru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,34,Male,5.0
OE100272,2023-01-29,West Bengal,Siliguri,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,44,Female,4.5
OE100271,2023-01-29,Tamil Nadu,Madurai,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - Bank Loan,25,Male,4.6
OE100270,2023-01-29,Maharashtra,Nashik,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,21,Male,3.6
OE100274,2023-01-29,Karnataka,Mangaluru,S1 X (3kWh),1,99999,5000,94999,Ola Experience Center,EMI - NBFC,31,Male,4.7
OE100287,2023-01-30,Karnataka,Bengaluru,S1 X (3kWh),2,99999,0,199998,Company Owned Store,Full Payment,23,Male,5.0
OE100286,2023-01-30,Gujarat,Vadodara,S1 X+ (4kWh),2,139999,0,279998,Dealer Partner,Full Payment,41,Male,4.9
OE100284,2023-01-30,Punjab,Ludhiana,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,44,Male,4.6
OE100285,2023-01-30,Andhra Pradesh,Visakhapatnam,S1 Pro+,1,159999,0,159999,Company Owned Store,Subvention Scheme,29,Male,3.9
OE100282,2023-01-30,Tamil Nadu,Madurai,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,23,Male,3.6
OE100281,2023-01-30,Maharashtra,Pune,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,31,Female,4.3
OE100280,2023-01-30,Delhi,New Delhi,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,24,Male,4.9
OE100283,2023-01-30,Madhya Pradesh,Bhopal,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,35,Male,4.2
OE100297,2023-01-31,Karnataka,Mangaluru,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,36,Male,2.9
OE100303,2023-01-31,Delhi,Dwarka,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,32,Male,4.4
OE100302,2023-01-31,Gujarat,Surat,S1 Air,1,84999,5000,79999,Online (Ola App),Full Payment,18,Male,4.3
OE100301,2023-01-31,Karnataka,Mangaluru,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,18,Male,4.4
OE100300,2023-01-31,Rajasthan,Jodhpur,S1 X (3kWh),2,99999,0,199998,Company Owned Store,EMI - Bank Loan,26,Male,5.0
OE100299,2023-01-31,Gujarat,Ahmedabad,S1 X (2kWh),1,79999,5000,74999,Ola Experience Center,EMI - Bank Loan,32,Female,5.0
OE100298,2023-01-31,West Bengal,Siliguri,S1 Pro+,1,159999,2000,157999,Ola Experience Center,EMI - NBFC,45,Male,3.4
OE100296,2023-01-31,Madhya Pradesh,Bhopal,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,35,Female,4.7
OE100295,2023-01-31,Uttar Pradesh,Varanasi,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,22,Male,4.8
OE100294,2023-01-31,Madhya Pradesh,Bhopal,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,18,Male,3.9
OE100293,2023-01-31,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,5000,94999,Dealer Partner,Full Payment,44,Female,3.9
OE100292,2023-01-31,Gujarat,Vadodara,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,30,Male,4.6
OE100291,2023-01-31,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - Bank Loan,31,Female,3.1
OE100290,2023-01-31,Tamil Nadu,Madurai,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,29,Male,5.0
OE100289,2023-01-31,Gujarat,Surat,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,21,Female,4.6
OE100288,2023-01-31,Kerala,Kozhikode,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,18,Female,3.9
OE100315,2023-02-01,Andhra Pradesh,Visakhapatnam,S1 X (3kWh),1,99999,5000,94999,Company Owned Store,Full Payment,45,Female,3.7
OE100314,2023-02-01,Telangana,Warangal,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - Bank Loan,35,Male,3.4
OE100313,2023-02-01,Madhya Pradesh,Bhopal,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,34,Male,4.7
OE100311,2023-02-01,West Bengal,Kolkata,S1 Air,1,84999,2000,82999,Online (Ola App),Full Payment,45,Female,4.5
OE100310,2023-02-01,Madhya Pradesh,Indore,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,28,Female,4.9
OE100312,2023-02-01,Delhi,New Delhi,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,45,Male,3.7
OE100308,2023-02-01,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,35,Male,4.2
OE100307,2023-02-01,Uttar Pradesh,Lucknow,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - NBFC,32,Male,4.2
OE100306,2023-02-01,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,5000,94999,Company Owned Store,Full Payment,60,Female,4.8
OE100305,2023-02-01,Karnataka,Bengaluru,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,37,Male,4.4
OE100304,2023-02-01,Rajasthan,Jaipur,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,31,Female,4.0
OE100309,2023-02-01,Maharashtra,Pune,S1 X (3kWh),1,99999,8000,91999,Company Owned Store,Full Payment,18,Male,3.4
OE100323,2023-02-02,Karnataka,Mangaluru,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,19,Male,3.3
OE100322,2023-02-02,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - Bank Loan,32,Female,4.3
OE100321,2023-02-02,Karnataka,Mangaluru,S1 Air,2,84999,0,169998,Company Owned Store,Subvention Scheme,42,Male,3.6
OE100320,2023-02-02,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,26,Male,4.9
OE100319,2023-02-02,Tamil Nadu,Coimbatore,S1 Pro,1,147999,8000,139999,Dealer Partner,Subvention Scheme,41,Male,4.6
OE100317,2023-02-02,Madhya Pradesh,Bhopal,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,35,Female,4.8
OE100316,2023-02-02,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,44,Male,3.6
OE100318,2023-02-02,Gujarat,Ahmedabad,S1 Pro+,1,159999,5000,154999,Dealer Partner,Subvention Scheme,34,Male,4.4
OE100331,2023-02-03,Punjab,Amritsar,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,27,Female,3.2
OE100334,2023-02-03,Maharashtra,Nashik,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,31,Male,4.3
OE100333,2023-02-03,Punjab,Amritsar,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,24,Male,4.2
OE100332,2023-02-03,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,22,Female,3.4
OE100330,2023-02-03,Bihar,Patna,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,37,Male,4.0
OE100327,2023-02-03,Delhi,Dwarka,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,30,Male,3.7
OE100328,2023-02-03,Madhya Pradesh,Indore,S1 X (2kWh),1,79999,0,79999,Online (Ola App),Subvention Scheme,45,Female,3.6
OE100324,2023-02-03,Telangana,Hyderabad,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,27,Male,3.8
OE100325,2023-02-03,Delhi,New Delhi,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,43,Male,4.5
OE100329,2023-02-03,Delhi,Rohini,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,33,Female,4.5
OE100326,2023-02-03,Punjab,Amritsar,S1 Pro,1,147999,5000,142999,Dealer Partner,Subvention Scheme,34,Male,4.9
OE100346,2023-02-04,Madhya Pradesh,Indore,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,39,Male,5.0
OE100345,2023-02-04,Rajasthan,Jodhpur,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,34,Male,3.9
OE100343,2023-02-04,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,8000,131999,Online (Ola App),EMI - NBFC,22,Male,3.8
OE100342,2023-02-04,Maharashtra,Mumbai,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,45,Female,4.7
OE100341,2023-02-04,Karnataka,Bengaluru,S1 X+ (4kWh),1,139999,2000,137999,Online (Ola App),EMI - Bank Loan,23,Female,4.2
OE100344,2023-02-04,Uttar Pradesh,Varanasi,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,27,Female,4.6
OE100339,2023-02-04,Andhra Pradesh,Visakhapatnam,S1 X (3kWh),1,99999,2000,97999,Company Owned Store,EMI - Bank Loan,36,Male,4.4
OE100338,2023-02-04,Uttar Pradesh,Noida,S1 Pro+,1,159999,0,159999,Dealer Partner,EMI - NBFC,50,Male,5.0
OE100337,2023-02-04,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,22,Male,4.3
OE100336,2023-02-04,Karnataka,Mysuru,S1 Air,1,84999,0,84999,Online (Ola App),Subvention Scheme,32,Male,5.0
OE100335,2023-02-04,Tamil Nadu,Coimbatore,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - Bank Loan,41,Female,3.9
OE100340,2023-02-04,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,44,Male,4.6
OE100355,2023-02-05,Maharashtra,Nagpur,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,39,Female,5.0
OE100354,2023-02-05,Karnataka,Mysuru,S1 Pro,1,147999,5000,142999,Ola Experience Center,EMI - NBFC,44,Male,3.1
OE100353,2023-02-05,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,35,Male,4.0
OE100352,2023-02-05,Karnataka,Bengaluru,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,37,Male,4.0
OE100350,2023-02-05,Karnataka,Mangaluru,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,18,Male,4.3
OE100349,2023-02-05,Maharashtra,Nashik,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,21,Female,3.9
OE100348,2023-02-05,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,39,Male,3.8
OE100347,2023-02-05,Rajasthan,Jodhpur,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,40,Male,3.7
OE100351,2023-02-05,Telangana,Warangal,S1 Air,1,84999,5000,79999,Company Owned Store,Full Payment,28,Female,3.8
OE100361,2023-02-06,Delhi,New Delhi,S1 X (2kWh),2,79999,0,159998,Ola Experience Center,Full Payment,19,Female,5.0
OE100363,2023-02-06,Andhra Pradesh,Vijayawada,S1 X (3kWh),1,99999,2000,97999,Ola Experience Center,EMI - NBFC,22,Female,4.6
OE100362,2023-02-06,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,33,Male,4.0
OE100364,2023-02-06,Karnataka,Bengaluru,S1 X (3kWh),1,99999,5000,94999,Online (Ola App),EMI - NBFC,49,Male,5.0
OE100360,2023-02-06,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,36,Male,4.5
OE100358,2023-02-06,Kerala,Kozhikode,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,18,Male,4.5
OE100357,2023-02-06,Punjab,Chandigarh,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,38,Male,3.8
OE100356,2023-02-06,Maharashtra,Mumbai,S1 Pro+,1,159999,2000,157999,Ola Experience Center,Subvention Scheme,29,Female,4.5
OE100359,2023-02-06,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,26,Male,4.2
OE100365,2023-02-07,Uttar Pradesh,Kanpur,S1 X (2kWh),1,79999,0,79999,Dealer Partner,Full Payment,38,Male,4.3
OE100366,2023-02-07,Maharashtra,Nagpur,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - Bank Loan,30,Male,4.8
OE100367,2023-02-07,Madhya Pradesh,Indore,S1 X+ (4kWh),1,139999,2000,137999,Online (Ola App),Subvention Scheme,27,Male,4.6
OE100368,2023-02-07,Maharashtra,Nashik,S1 X (2kWh),1,79999,5000,74999,Dealer Partner,EMI - Bank Loan,39,Male,4.5
OE100369,2023-02-07,Karnataka,Mangaluru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,37,Female,4.1
OE100370,2023-02-07,Delhi,Rohini,S1 X (3kWh),1,99999,2000,97999,Company Owned Store,EMI - Bank Loan,26,Male,3.1
OE100371,2023-02-07,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - Bank Loan,28,Male,4.0
OE100375,2023-02-08,Uttar Pradesh,Varanasi,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - Bank Loan,36,Male,4.5
OE100374,2023-02-08,Gujarat,Vadodara,S1 X (2kWh),1,79999,0,79999,Online (Ola App),Full Payment,25,Male,4.2
OE100376,2023-02-08,Karnataka,Bengaluru,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,23,Male,3.6
OE100372,2023-02-08,Maharashtra,Nagpur,S1 X (2kWh),1,79999,2000,77999,Company Owned Store,Full Payment,23,Male,3.6
OE100373,2023-02-08,Maharashtra,Pune,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,32,Female,4.1
OE100386,2023-02-09,Maharashtra,Nashik,S1 X (3kWh),1,99999,5000,94999,Online (Ola App),Full Payment,29,Male,4.1
OE100385,2023-02-09,Telangana,Hyderabad,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,35,Female,3.8
OE100384,2023-02-09,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,38,Male,3.6
OE100382,2023-02-09,Uttar Pradesh,Lucknow,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,25,Male,4.6
OE100383,2023-02-09,Rajasthan,Jodhpur,S1 Air,1,84999,8000,76999,Ola Experience Center,EMI - Bank Loan,47,Male,4.7
OE100380,2023-02-09,Karnataka,Mysuru,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,26,Male,5.0
OE100379,2023-02-09,Karnataka,Mysuru,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,18,Male,4.3
OE100378,2023-02-09,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,40,Female,4.5
OE100377,2023-02-09,Uttar Pradesh,Noida,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,38,Female,3.4
OE100381,2023-02-09,Madhya Pradesh,Indore,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,27,Male,3.2
OE100394,2023-02-10,Uttar Pradesh,Kanpur,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - NBFC,25,Male,5.0
OE100397,2023-02-10,Maharashtra,Nashik,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,30,Male,4.4
OE100396,2023-02-10,Delhi,New Delhi,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,23,Male,4.2
OE100395,2023-02-10,Uttar Pradesh,Varanasi,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,44,Male,4.6
OE100392,2023-02-10,Maharashtra,Nagpur,S1 Pro,1,147999,5000,142999,Ola Experience Center,EMI - Bank Loan,19,Male,3.9
OE100393,2023-02-10,Haryana,Faridabad,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,35,Male,5.0
OE100390,2023-02-10,Gujarat,Vadodara,S1 Air,1,84999,2000,82999,Ola Experience Center,Full Payment,26,Female,5.0
OE100389,2023-02-10,Karnataka,Bengaluru,S1 X+ (4kWh),2,139999,0,279998,Ola Experience Center,EMI - Bank Loan,49,Male,4.6
OE100388,2023-02-10,Karnataka,Bengaluru,S1 X (2kWh),1,79999,2000,77999,Online (Ola App),Full Payment,33,Female,4.1
OE100387,2023-02-10,Uttar Pradesh,Noida,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,38,Female,4.7
OE100391,2023-02-10,Bihar,Patna,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,29,Female,4.2
OE100401,2023-02-11,Andhra Pradesh,Visakhapatnam,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Subvention Scheme,31,Male,4.4
